Material Description,Plant,Period,Year,Amount in LC,Quantity
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7411.56,246
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,2789.78,99
Crate: 1L Brown,AA,9,2022,-1408.02,-96
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,-1953.79,-63
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,862.24,30
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,266.01,10
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,229.32,9
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1302.53,45
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1375.91,47
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,229.32,9
Crate: Red Quart,AA,9,2022,-109.66,-6
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7998.62,266
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7971.1,265
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8420.56,280
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8191.25,272
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9530.46,316
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9851.51,327
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8548.98,284
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8493.95,282
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10200.07,338
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10328.49,343
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9365.35,311
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9246.11,307
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10181.73,338
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10245.94,340
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7677.57,255
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7576.67,252
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9071.83,301
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9264.45,308
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1091.55,38
Crate: Red Quart,AA,9,2022,-521.98,-35
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,467.81,17
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,366.91,14
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2788.51,94
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2871.06,96
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2953.62,99
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,3109.55,104
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1412.6,48
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1229.15,42
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2724.3,92
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2715.13,91
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7530.81,250
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,7494.12,249
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2999.48,101
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,3302.18,111
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4494.64,150
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4375.39,146
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8539.81,284
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,3293.01,110
Crate: Red Quart,AA,9,2022,-1574.7,-107
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,183.45,8
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,137.59,6
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,26.07,2
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,-647307.6,-22568
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,799.56,29
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,310882.51,10841
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,335625.53,11704
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,12732.18,445
Crate: 1L Brown,AA,9,2022,-6426.02,-442
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,6191.59,206
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,6209.94,207
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1522.67,52
Crate: Red Quart,AA,9,2022,-728.14,-49
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,45.86,3
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9374.53,311
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9411.22,312
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10759.61,357
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10961.41,364
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10346.84,343
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10163.38,337
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9447.91,314
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9392.87,312
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,1871.24,63
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,2073.04,70
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,302.7,12
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,174.28,7
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5164.25,172
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5301.84,177
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9723.09,323
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9576.33,318
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5430.25,181
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5604.54,187
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10420.22,346
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10227.59,339
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10860.51,360
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10878.85,361
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9016.79,299
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9181.9,305
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8521.46,283
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8374.7,278
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9475.43,315
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9594.67,318
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9677.23,321
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9557.98,317
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,12410.7,412
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,12493.25,414
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10722.92,356
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,10585.33,351
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9218.59,306
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9255.28,307
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8631.54,287
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8668.23,288
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,11236.59,373
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,11264.11,374
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4191.94,140
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4210.28,141
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,13282.11,440
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,13181.21,437
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8292.15,275
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,8420.56,280
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,174.28,7
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,256.84,10
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6744.15,237
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6718.07,236
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3658.87,129
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3693.64,130
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5892.44,207
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5979.35,210
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3745.78,132
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3824.0,135
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6952.73,244
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6839.75,240
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7708.84,270
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7691.45,270
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8812.58,309
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8664.84,304
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5944.58,209
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6040.18,212
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9438.33,331
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9307.96,326
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10064.07,352
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10098.84,354
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1190.65,43
Crate: 1L Brown,AA,9,2022,-600.93,-40
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8221.6,288
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8091.24,284
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9412.25,330
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9316.65,326
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7482.87,262
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7682.76,269
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9021.16,316
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8899.49,312
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9690.36,339
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9690.36,339
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6535.56,229
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6457.35,227
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10081.45,353
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10081.45,353
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9082.0,318
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9108.07,319
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1764.25,63
Crate: 1L Brown,AA,9,2022,-890.43,-60
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9664.29,338
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9603.45,336
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11289.49,395
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11315.56,396
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7300.36,256
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7422.04,260
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8195.53,287
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8091.24,284
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6839.75,240
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6857.13,241
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10628.98,372
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10611.6,372
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9985.85,350
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10220.51,358
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11150.44,390
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11176.51,391
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9177.6,322
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9142.84,320
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10333.49,362
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10307.42,361
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10915.78,382
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10933.16,383
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9690.36,339
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9855.49,345
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11715.35,410
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11645.82,408
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1573.05,56
Crate: 1L Brown,AA,9,2022,-793.93,-53
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8951.64,314
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8873.42,311
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6387.82,224
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6579.02,231
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1225.42,44
Crate: 1L Brown,AA,9,2022,-618.48,-41
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,4206.4,148
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3963.05,140
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5570.87,196
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5579.56,196
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10072.76,353
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10081.45,353
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5414.44,190
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5431.82,191
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6605.09,232
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6657.24,234
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10090.15,353
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10298.73,361
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6561.64,230
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6439.96,226
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10394.33,364
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10316.11,361
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10446.47,366
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10368.25,363
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10229.2,358
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,10211.82,358
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1842.47,66
Crate: 1L Brown,AA,9,2022,-929.91,-63
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9438.33,331
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9447.02,331
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8021.71,281
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8247.67,289
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7030.95,247
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6952.73,244
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7178.69,252
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7222.15,253
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6483.42,228
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6370.44,224
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6944.04,244
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6874.51,241
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9325.35,327
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9360.11,328
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9473.09,332
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9542.62,334
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5727.31,201
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5657.78,199
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6987.49,245
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7083.09,248
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7474.18,262
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7369.89,258
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6648.55,233
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6761.53,237
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7821.82,274
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7856.58,275
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5197.16,183
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5223.24,184
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1216.73,44
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1425.31,51
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1616.51,58
Crate: 1L Brown,AA,9,2022,-815.86,-55
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1129.82,41
Crate: 1L Brown,AA,9,2022,-570.23,-38
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,81894.44,2857
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,81772.76,2853
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6466.04,227
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6431.27,226
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7648.0,268
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7778.36,273
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7074.4,248
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7091.78,249
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8769.13,307
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8699.6,305
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8004.33,281
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8004.33,281
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9047.24,317
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9116.76,319
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9177.6,322
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9038.55,317
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7352.51,258
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7474.18,262
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8517.09,298
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8499.71,298
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1842.47,66
Crate: 1L Brown,AA,9,2022,-929.91,-63
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9759.89,342
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9707.75,340
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9855.49,345
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9803.35,343
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9473.09,332
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9594.76,336
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8456.25,296
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8543.16,299
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3858.76,136
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3910.91,138
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8378.04,294
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8143.38,285
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11246.04,394
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,11289.49,395
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9116.76,319
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9073.31,318
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9655.6,338
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9664.29,338
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7178.69,252
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7161.31,251
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8838.65,310
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8986.4,315
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7621.93,267
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7517.64,264
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5866.36,206
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5909.82,208
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3267.78,115
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,3476.36,123
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8699.6,305
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8708.29,305
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,2024.98,72
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,217.27,9
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1938.07,69
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,156.44,7
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,1112.44,40
Crate: 1L Brown,AA,9,2022,-561.45,-37
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6926.65,243
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6900.58,242
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6170.55,217
Crate: 1L Brown,AA,9,2022,-3114.32,-214
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,-2586.71,-84
Crate: 1L Brown,AA,9,2022,1236.95,87
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,127776.09,4223
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6170.55,217
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6118.4,215
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6596.4,232
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6813.67,239
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,269.42,11
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,278.11,11
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,625.75,23
Crate: 1L Brown,AA,9,2022,-315.82,-20
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8664.84,304
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8847.35,310
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9507.85,333
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9403.56,329
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6639.85,233
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6761.53,237
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8056.47,282
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8056.47,282
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9890.25,346
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9803.35,343
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8047.78,282
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7943.49,278
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8039.09,282
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8317.2,292
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8256.36,289
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8143.38,285
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7430.73,261
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7309.05,256
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9116.76,319
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9273.2,325
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7795.75,273
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7795.75,273
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6631.16,233
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6509.49,228
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,4223.78,149
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,4397.6,155
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5675.16,199
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5579.56,196
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,6074.95,213
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,5996.73,211
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7926.11,278
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7952.18,279
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8464.95,297
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8560.55,300
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7500.25,263
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7361.2,258
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7682.76,269
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7760.98,272
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7422.04,260
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,7326.44,257
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8404.11,295
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,8134.69,285
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,4336.76,153
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,4623.56,163
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,9255.28,307
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,9334.04,327
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,104.29,5
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,172933.43,5715
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,228327.53,7545
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,-647307.6,-22568
B&CR: 1000RB Amber & 1L Brown Crate,AA,9,2022,647307.6,22572
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4604.71,154
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,4760.65,159
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5494.46,183
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5540.33,185
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5118.38,171
B&CR: 660RB Green Lite & Red Crate,AA,9,2022,5045.0,168
